stepCount, stepTime,meanA,varA,meanB,varB,meanC,varC,meanD,varD,reaction
5185,0.000403549936184572,29.1,426.03,75.48,1800.8296,25.74,265.9924,76.33,1822.6011,1 
5186,6.07466345101753E-05,29.09,426.0019,75.49,1802.1099,25.74,265.9924,76.33,1822.6011,1 
5187,0.000542718845746844,29.09,426.0019,75.49,1802.1099,25.73,266.0971,76.34,1821.2044,3 
5188,3.7480987461252E-05,29.08,426.0336,75.5,1804.01,25.73,266.0971,76.34,1821.2044,1 
5189,3.4336631835151E-05,29.08,426.0336,75.5,1804.01,25.72,265.8816,76.35,1821.6875,3 
5190,3.22698295661364E-05,29.07,425.7251,75.51,1804.2499,25.72,265.8816,76.35,1821.6875,1 
5191,0.000213886213784994,29.06,425.1764,75.52,1804.4696,25.72,265.8816,76.35,1821.6875,1 
5192,2.46841361740621E-05,29.05,425.3675,75.53,1804.5491,25.72,265.8816,76.35,1821.6875,1 
5193,0.000257079095717097,29.04,425.5584,75.54,1806.3684,25.72,265.8816,76.35,1821.6875,1 
5194,0.00031709327399431,29.03,425.7091,75.55,1807.1075,25.72,265.8816,76.35,1821.6875,1 
5195,0.000199296185382129,29.03,425.7091,75.55,1807.1075,25.71,265.6859,76.36,1822.3704,3 
5196,0.000364033544071017,29.02,425.6196,75.56,1806.7864,25.71,265.6859,76.36,1822.3704,1 
5197,0.000249132827328556,29.02,425.6196,75.56,1806.7864,25.7,265.37,76.37,1822.6531,3 
5198,0.000262206694730569,29.01,425.8499,75.57,1808.0051,25.7,265.37,76.37,1822.6531,1 
5199,0.000131140986511189,29.01,425.8499,75.57,1808.0051,25.69,265.5139,76.38,1822.4956,3 
5200,0.000319068679295387,29,425.78,75.58,1808.7836,25.69,265.5139,76.38,1822.4956,1 
5201,0.000115301546663131,28.99,424.9699,75.59,1808.3219,25.69,265.5139,76.38,1822.4956,1 
5202,0.000157273248283812,28.99,424.9699,75.59,1808.3219,25.7,265.73,76.37,1822.0131,4 
5203,0.000215459387788029,28.98,425.1396,75.6,1809.26,25.7,265.73,76.37,1822.0131,1 
5204,0.000277156583752649,28.97,424.8491,75.61,1809.5179,25.7,265.73,76.37,1822.0131,1 
5205,2.83826034266937E-05,28.97,424.8491,75.61,1809.5179,25.69,265.3539,76.38,1822.3956,3 
5206,0.000476650708816377,28.96,424.8184,75.62,1809.6956,25.69,265.3539,76.38,1822.3956,1 
5207,0.000542138560767943,28.96,424.8184,75.62,1809.6956,25.68,265.2976,76.39,1824.0179,3 
5208,1.05171439003865E-06,28.95,424.0275,75.63,1809.2131,25.68,265.2976,76.39,1824.0179,1 
5209,0.000308322968635578,28.95,424.0275,75.63,1809.2131,25.67,265.1811,76.4,1824.34,3 
5210,0.000112188629844954,28.95,424.0275,75.63,1809.2131,25.66,265.0444,76.41,1824.8219,3 
5211,6.46269522207247E-05,28.94,424.0164,75.64,1810.5104,25.66,265.0444,76.41,1824.8219,1 
5212,1.01300837797338E-05,28.93,423.5051,75.65,1810.3475,25.66,265.0444,76.41,1824.8219,1 
5213,0.000132786530184075,28.92,423.6536,75.66,1811.1644,25.66,265.0444,76.41,1824.8219,1 
5214,4.6608136589232E-07,28.91,423.7819,75.67,1810.2811,25.66,265.0444,76.41,1824.8219,1 
5215,3.14342821866267E-05,28.91,423.7819,75.67,1810.2811,25.65,265.3075,76.42,1825.2836,3 
5216,0.000179794236744283,28.9,423.29,75.68,1810.1376,25.65,265.3075,76.42,1825.2836,1 
5217,0.000395273637625664,28.89,423.2579,75.69,1810.9939,25.65,265.3075,76.42,1825.2836,1 
5218,0.000188443742893289,28.88,423.3056,75.7,1812.91,25.65,265.3075,76.42,1825.2836,1 
5219,0.000171986718657218,28.88,423.3056,75.7,1812.91,25.64,265.0904,76.43,1824.3051,3 
5220,0.000141020688910561,28.88,423.3056,75.7,1812.91,25.63,264.9331,76.44,1824.9064,3 
5221,0.000141902276511752,28.88,423.3056,75.7,1812.91,25.62,265.1156,76.45,1825.7275,3 
5222,1.65536430600408E-05,28.88,423.3056,75.7,1812.91,25.61,264.7979,76.46,1826.3884,3 
5223,0.000427965938229029,28.87,423.1931,75.71,1812.0859,25.61,264.7979,76.46,1826.3884,1 
5224,0.000355475287758578,28.87,423.1931,75.71,1812.0859,25.6,264.98,76.47,1827.9091,3 
5225,0.00057326332138897,28.86,423.5404,75.72,1811.5016,25.6,264.98,76.47,1827.9091,1 
5226,0.000182258176522252,28.86,423.5404,75.72,1811.5016,25.59,265.2619,76.48,1828.3896,3 
5227,0.000102580637912464,28.86,423.5404,75.72,1811.5016,25.58,264.9636,76.49,1829.0699,3 
5228,0.000545764542467936,28.86,423.5404,75.72,1811.5016,25.57,264.7851,76.5,1828.43,3 
5229,0.000607318382613188,28.85,423.7475,75.73,1811.9771,25.57,264.7851,76.5,1828.43,1 
5230,0.000962798075882936,28.85,423.7475,75.73,1811.9771,25.56,264.0064,76.51,1827.7299,3 
5231,2.77499600207434E-05,28.85,423.7475,75.73,1811.9771,25.55,263.9875,76.52,1829.0096,3 
5232,6.97444747075531E-05,28.85,423.7475,75.73,1811.9771,25.54,263.7684,76.53,1829.6891,3 
5233,1.37882425867928E-05,28.85,423.7475,75.73,1811.9771,25.53,263.7691,76.54,1831.1284,3 
5234,0.000379779061738787,28.85,423.7475,75.73,1811.9771,25.52,263.7496,76.55,1830.1475,3 
5235,8.93502960760063E-05,28.85,423.7475,75.73,1811.9771,25.51,264.2099,76.56,1830.5664,3 
5236,0.000233324036425162,28.84,423.7544,75.74,1813.2924,25.51,264.2099,76.56,1830.5664,1 
5237,0.000303559327551702,28.83,423.4411,75.75,1813.7075,25.51,264.2099,76.56,1830.5664,1 
5238,0.000816577988662055,28.83,423.4411,75.75,1813.7075,25.5,264.23,76.57,1832.0251,3 
5239,3.2917611449666E-05,28.83,423.4411,75.75,1813.7075,25.49,263.8899,76.58,1832.2036,3 
5240,2.11143336314455E-05,28.82,423.7076,75.76,1815.3624,25.49,263.8899,76.58,1832.2036,1 
5241,0.000129051980519313,28.81,423.5139,75.77,1814.9171,25.49,263.8899,76.58,1832.2036,1 
5242,3.38107477139462E-05,28.8,423.32,75.78,1815.6516,25.49,263.8899,76.58,1832.2036,1 
5243,0.000107901096745074,28.79,423.2659,75.79,1816.5459,25.49,263.8899,76.58,1832.2036,1 
5244,0.000185338499421054,28.79,423.2659,75.79,1816.5459,25.48,263.9496,76.59,1833.8619,3 
5245,0.00022369681207678,28.78,422.4916,75.8,1816.08,25.48,263.9496,76.59,1833.8619,1 
5246,0.000328547531916739,28.77,422.6771,75.81,1816.9739,25.48,263.9496,76.59,1833.8619,1 
5247,0.000254857266166529,28.76,422.5224,75.82,1817.5476,25.48,263.9496,76.59,1833.8619,1 
5248,0.000330809882839963,28.75,422.7275,75.83,1817.6411,25.48,263.9496,76.59,1833.8619,1 
5249,0.000183231120806615,28.75,422.7275,75.83,1817.6411,25.47,263.8291,76.6,1834.3,3 
5250,6.906102424961E-05,28.74,423.0124,75.84,1819.3144,25.47,263.8291,76.6,1834.3,1 
5251,0.000949274965948423,28.74,423.0124,75.84,1819.3144,25.46,264.0284,76.61,1833.6979,3 
5252,0.000215935709195068,28.73,422.2171,75.85,1818.8675,25.46,264.0284,76.61,1833.6979,1 
5253,0.000987298090057726,28.72,421.9216,75.86,1819.2204,25.46,264.0284,76.61,1833.6979,1 
5254,0.000477846597202146,28.71,421.7459,75.87,1819.9731,25.46,264.0284,76.61,1833.6979,1 
5255,0.000138466827131109,28.71,421.7459,75.87,1819.9731,25.45,263.8275,76.62,1834.3956,3 
5256,0.000175180096277649,28.71,421.7459,75.87,1819.9731,25.44,263.4264,76.63,1834.0531,3 
5257,0.000540239963321497,28.7,421.91,75.88,1820.8056,25.44,263.4264,76.63,1834.0531,1 
5258,1.26729464570813E-05,28.7,421.91,75.88,1820.8056,25.43,263.2051,76.64,1834.5304,3 
5259,8.72445705218901E-05,28.7,421.91,75.88,1820.8056,25.42,262.9236,76.65,1835.2275,3 
5260,0.000817518267764652,28.69,421.4139,75.89,1820.2579,25.42,262.9236,76.65,1835.2275,1 
5261,5.60940572488132E-05,28.68,420.9376,75.9,1820.07,25.42,262.9236,76.65,1835.2275,1 
5262,0.000100952188494912,28.68,420.9376,75.9,1820.07,25.41,262.7819,76.66,1835.8444,3 
5263,5.11764234705459E-05,28.67,420.4411,75.91,1818.6619,25.41,262.7819,76.66,1835.8444,1 
5264,0.000647068574917869,28.66,420.5444,75.92,1818.6736,25.41,262.7819,76.66,1835.8444,1 
5265,4.89760865170443E-05,28.66,420.5444,75.92,1818.6736,25.42,262.8236,76.65,1834.8475,4 
5266,2.44470547524291E-05,28.65,420.5875,75.93,1819.0451,25.42,262.8236,76.65,1834.8475,1 
5267,0.000821842829215019,28.64,420.4504,75.94,1820.0564,25.42,262.8236,76.65,1834.8475,1 
5268,0.000569257943045569,28.64,420.4504,75.94,1820.0564,25.41,262.6219,76.66,1833.8844,3 
5269,0.000315429827359715,28.63,420.7531,75.95,1821.7475,25.41,262.6219,76.66,1833.8844,1 
5270,5.87533349244586E-05,28.62,420.2756,75.96,1821.6184,25.41,262.6219,76.66,1833.8844,1 
5271,0.000198248504341131,28.61,420.3379,75.97,1822.0091,25.41,262.6219,76.66,1833.8844,1 
5272,0.000282990989981758,28.61,420.3379,75.97,1822.0091,25.4,262.22,76.67,1833.8011,3 
5273,0.000103002267868281,28.6,420.4,75.98,1823.9396,25.4,262.22,76.67,1833.8011,1 
5274,0.000165027016340087,28.59,420.4219,75.99,1824.6699,25.4,262.22,76.67,1833.8011,1 
5275,0.000529431794169782,28.58,420.3836,76,1825.58,25.4,262.22,76.67,1833.8011,1 
5276,2.77119472553921E-05,28.58,420.3836,76,1825.58,25.39,262.5979,76.68,1833.8976,3 
5277,0.000136926299181128,28.58,420.3836,76,1825.58,25.38,262.3956,76.69,1834.3939,3 
5278,5.41663676110082E-05,28.57,420.4251,76.01,1825.1299,25.38,262.3956,76.69,1834.3939,1 
5279,0.000823620337890819,28.57,420.4251,76.01,1825.1299,25.37,262.5931,76.7,1835.23,3 
5280,0.000104317818967429,28.56,419.8864,76.02,1825.3596,25.37,262.5931,76.7,1835.23,1 
5281,0.00023463139366608,28.55,420.0875,76.03,1827.1891,25.37,262.5931,76.7,1835.23,1 
5282,0.00119886052157179,28.55,420.0875,76.03,1827.1891,25.36,262.8904,76.71,1835.7259,3 
5283,0.000632342084400779,28.55,420.0875,76.03,1827.1891,25.35,262.5875,76.72,1836.0216,3 
5284,0.000257375490605087,28.55,420.0875,76.03,1827.1891,25.34,262.0844,76.73,1835.4371,3 
5285,1.28164548727796E-05,28.55,420.0875,76.03,1827.1891,25.33,261.8211,76.74,1836.1524,3 
5286,9.12239185972122E-05,28.54,419.9284,76.04,1827.8984,25.33,261.8211,76.74,1836.1524,1 
5287,0.000134683964663121,28.54,419.9284,76.04,1827.8984,25.32,261.9376,76.75,1836.1675,3 
5288,3.27769316891965E-05,28.53,419.8491,76.05,1828.7675,25.32,261.9376,76.75,1836.1675,1 
5289,0.00129198437026103,28.52,420.0896,76.06,1829.9964,25.32,261.9376,76.75,1836.1675,1 
5290,0.000331325101381005,28.52,420.0896,76.06,1829.9964,25.31,261.6939,76.76,1836.9024,3 
5291,1.08307544172779E-05,28.51,419.9899,76.07,1831.0651,25.31,261.6939,76.76,1836.9024,1 
5292,0.000299594214765884,28.5,419.53,76.08,1830.9536,25.31,261.6939,76.76,1836.9024,1 
5293,0.000167149238624481,28.49,419.1299,76.09,1831.0819,25.31,261.6939,76.76,1836.9024,1 
5294,6.94883427542822E-05,28.49,419.1299,76.09,1831.0819,25.3,261.63,76.77,1837.7771,3 
5295,0.000292037222786653,28.48,419.0496,76.1,1832.17,25.3,261.63,76.77,1837.7771,1 
5296,4.32317873556022E-05,28.48,419.0496,76.1,1832.17,25.29,261.5059,76.78,1838.4116,3 
5297,2.6307477066287E-05,28.47,418.0691,76.11,1831.1779,25.29,261.5059,76.78,1838.4116,1 
5298,0.000144773737126772,28.46,417.7884,76.12,1831.4456,25.29,261.5059,76.78,1838.4116,1 
5299,0.000159298036350808,28.46,417.7884,76.12,1831.4456,25.28,261.6416,76.79,1838.4859,3 
5300,0.000240984575745741,28.45,417.8475,76.13,1831.0131,25.28,261.6416,76.79,1838.4859,1 
5301,0.000371534441374777,28.44,417.7864,76.14,1831.9004,25.28,261.6416,76.79,1838.4859,1 
5302,0.000407437425689233,28.44,417.7864,76.14,1831.9004,25.27,261.4571,76.8,1839.2,3 
5303,0.00239649690705877,28.45,417.4675,76.13,1831.2531,25.27,261.4571,76.8,1839.2,2 
5304,0.000214484222658007,28.45,417.4675,76.13,1831.2531,25.26,261.2524,76.81,1839.3339,3 
5305,0.000129664182434976,28.44,417.6264,76.14,1832.0004,25.26,261.2524,76.81,1839.3339,1 
5306,2.80370055403881E-05,28.43,416.6651,76.15,1831.0275,25.26,261.2524,76.81,1839.3339,1 
5307,3.61282261427478E-05,28.42,416.8236,76.16,1831.6344,25.26,261.2524,76.81,1839.3339,1 
5308,0.00100143471394296,28.42,416.8236,76.16,1831.6344,25.25,261.3275,76.82,1838.2076,3 
5309,0.000442942774478321,28.41,416.5419,76.17,1831.9811,25.25,261.3275,76.82,1838.2076,1 
5310,8.81830630081686E-05,28.41,416.5419,76.17,1831.9811,25.24,261.3224,76.83,1839.5811,3 
5311,0.000331137851045926,28.41,416.5419,76.17,1831.9811,25.25,261.4475,76.82,1839.2676,4 
5312,0.000218751523279989,28.4,416.48,76.18,1832.7676,25.25,261.4475,76.82,1839.2676,1 
5313,7.82875257990068E-05,28.4,416.48,76.18,1832.7676,25.24,261.3424,76.83,1839.9211,3 
5314,0.00023109747584928,28.4,416.48,76.18,1832.7676,25.23,260.9771,76.84,1840.3144,3 
5315,0.000120981634337613,28.39,416.7979,76.19,1832.3539,25.23,260.9771,76.84,1840.3144,1 
5316,0.000254550739694093,28.38,415.8556,76.2,1831.4,25.23,260.9771,76.84,1840.3144,1 
5317,0.000198696250676439,28.37,416.0931,76.21,1831.6859,25.23,260.9771,76.84,1840.3144,1 
5318,6.34891365580755E-05,28.36,415.5704,76.22,1831.9316,25.23,260.9771,76.84,1840.3144,1 
5319,0.000246461369986869,28.35,415.8675,76.23,1833.3971,25.23,260.9771,76.84,1840.3144,1 
5320,0.000465430971522674,28.35,415.8675,76.23,1833.3971,25.22,261.0516,76.85,1841.9875,3 
5321,0.000369752434000517,28.34,415.7244,76.24,1834.1224,25.22,261.0516,76.85,1841.9875,1 
5322,0.00023319038692104,28.34,415.7244,76.24,1834.1224,25.23,261.0771,76.84,1840.7144,4 
5323,0.000593594524656378,28.34,415.7244,76.24,1834.1224,25.22,261.0316,76.85,1841.6075,3 
5324,0.000192591702459165,28.34,415.7244,76.24,1834.1224,25.21,260.9059,76.86,1842.1004,3 
5325,4.22625044425799E-05,28.34,415.7244,76.24,1834.1224,25.2,260.3,76.87,1842.0731,3 
5326,2.22604768750738E-06,28.33,415.6811,76.25,1834.1075,25.2,260.3,76.87,1842.0731,1 
5327,0.000125776299555151,28.32,415.5976,76.26,1833.7924,25.2,260.3,76.87,1842.0731,1 
5328,5.48466765283568E-05,28.32,415.5976,76.26,1833.7924,25.19,260.1739,76.88,1843.1256,3 
5329,0.000196685121404658,28.31,415.7139,76.27,1834.6571,25.19,260.1739,76.88,1843.1256,1 
5330,0.000391359677805957,28.3,415.83,76.28,1836.0616,25.19,260.1739,76.88,1843.1256,1 
5331,9.08458766935782E-06,28.29,415.4859,76.29,1836.3259,25.19,260.1739,76.88,1843.1256,1 
5332,1.79817522611588E-07,28.28,414.7016,76.3,1835.89,25.19,260.1739,76.88,1843.1256,1 
5333,0.00027041538562033,28.27,413.9371,76.31,1835.4739,25.19,260.1739,76.88,1843.1256,1 
5334,3.3554176688248E-05,28.26,413.4724,76.32,1835.2976,25.19,260.1739,76.88,1843.1256,1 
5335,0.000196689054363092,28.26,413.4724,76.32,1835.2976,25.18,260.2676,76.89,1844.7979,3 
5336,0.000251575342880603,28.25,413.2875,76.33,1835.4611,25.18,260.2676,76.89,1844.7979,1 
5337,0.000492710095501618,28.25,413.2875,76.33,1835.4611,25.17,260.6211,76.9,1846.19,3 
5338,0.000137607004767384,28.24,413.3224,76.34,1836.2044,25.17,260.6211,76.9,1846.19,1 
5339,5.42203432941644E-05,28.24,413.3224,76.34,1836.2044,25.16,260.0344,76.91,1846.1819,3 
5340,1.17680239323414E-05,28.24,413.3224,76.34,1836.2044,25.15,260.1675,76.92,1846.2136,3 
5341,3.25530742425389E-05,28.23,412.8771,76.35,1836.0475,25.15,260.1675,76.92,1846.2136,1 
5342,0.000402117756885102,28.23,412.8771,76.35,1836.0475,25.14,260.0804,76.93,1846.8851,3 
5343,2.33055855486913E-05,28.22,412.3716,76.36,1836.3104,25.14,260.0804,76.93,1846.8851,1 
5344,0.000446964390574233,28.21,412.4659,76.37,1835.4131,25.14,260.0804,76.93,1846.8851,1 
5345,1.64303346869616E-05,28.21,412.4659,76.37,1835.4131,25.13,260.0931,76.94,1848.2764,3 
5346,0.000221355618483282,28.21,412.4659,76.37,1835.4131,25.12,260.4656,76.95,1848.1475,3 
5347,0.000236288937003822,28.21,412.4659,76.37,1835.4131,25.11,260.6579,76.96,1849.6784,3 
5348,0.000294400591953519,28.2,412.88,76.38,1835.0156,25.11,260.6579,76.96,1849.6784,1 
5349,0.000464611375340874,28.2,412.88,76.38,1835.0156,25.1,260.47,76.97,1850.3691,3 
5350,5.5284196729405E-05,28.2,412.88,76.38,1835.0156,25.09,260.3619,76.98,1851.4396,3 
5351,0.000260426276172513,28.19,412.5739,76.39,1835.4379,25.09,260.3619,76.98,1851.4396,1 
5352,0.000235314289848961,28.19,412.5739,76.39,1835.4379,25.08,260.3936,76.99,1852.8499,3 
5353,0.000293106409816194,28.19,412.5739,76.39,1835.4379,25.07,260.2051,77,1852.96,3 
5354,6.04669419834282E-05,28.18,412.0876,76.4,1835.72,25.07,260.2051,77,1852.96,1 
5355,0.000379823321514295,28.18,412.0876,76.4,1835.72,25.06,260.2964,77.01,1851.5299,3 
5356,0.000723035251804058,28.18,412.0876,76.4,1835.72,25.05,260.3875,77.02,1852.3196,3 
5357,0.000598680633088427,28.18,412.0876,76.4,1835.72,25.04,259.9784,77.03,1852.1891,3 
5358,3.87689555091363E-05,28.17,411.6611,76.41,1835.5819,25.04,259.9784,77.03,1852.1891,1 
5359,0.000103433854984369,28.16,411.2744,76.42,1835.7236,25.04,259.9784,77.03,1852.1891,1 
5360,0.000246403641008832,28.16,411.2744,76.42,1835.7236,25.03,260.1291,77.04,1852.2784,3 
5361,0.000320714318515242,28.16,411.2744,76.42,1835.7236,25.02,259.5596,77.05,1852.2875,3 
5362,0.000635514446257424,28.16,411.2744,76.42,1835.7236,25.01,259.1699,77.06,1851.9564,3 
5363,0.000354610934654247,28.15,411.4675,76.43,1836.6251,25.01,259.1699,77.06,1851.9564,1 
5364,5.39614503306484E-05,28.14,411.6804,76.44,1836.7264,25.01,259.1699,77.06,1851.9564,1 
5365,5.74083726226943E-05,28.13,411.3331,76.45,1837.0075,25.01,259.1699,77.06,1851.9564,1 
5366,0.000371177183706974,28.12,411.1656,76.46,1838.0284,25.01,259.1699,77.06,1851.9564,1 
5367,0.000201868810482727,28.11,411.1379,76.47,1838.0291,25.01,259.1699,77.06,1851.9564,1 
5368,2.94006173997566E-06,28.1,410.73,76.48,1837.9096,25.01,259.1699,77.06,1851.9564,1 
5369,2.76677507099739E-05,28.1,410.73,76.48,1837.9096,25,259.58,77.07,1851.3251,3 
5370,0.000180688277408388,28.1,410.73,76.48,1837.9096,24.99,259.5699,77.08,1852.6336,3 
5371,9.97564655525333E-05,28.09,410.3419,76.49,1837.8099,24.99,259.5699,77.08,1852.6336,1 
5372,2.79400133412166E-06,28.09,410.3419,76.49,1837.8099,24.98,259.8396,77.09,1852.9019,3 
5373,0.000177280402583942,28.09,410.3419,76.49,1837.8099,24.97,260.1291,77.1,1853.19,3 
5374,0.000942775670321595,28.09,410.3419,76.49,1837.8099,24.96,260.1184,77.11,1852.2179,3 
5375,0.000447667274948538,28.08,410.2736,76.5,1837.51,24.96,260.1184,77.11,1852.2179,1 
5376,3.53601514587429E-05,28.08,410.2736,76.5,1837.51,24.95,259.9475,77.12,1851.4856,3 
5377,0.000127891934604935,28.08,410.2736,76.5,1837.51,24.94,259.8964,77.13,1852.4731,3 
5378,0.000108674387442019,28.07,410.4851,76.51,1839.3499,24.94,259.8964,77.13,1852.4731,1 
5379,0.000185303983769116,28.06,410.6564,76.52,1840.2896,24.94,259.8964,77.13,1852.4731,1 
5380,0.00343538223003899,28.05,411.1675,76.53,1839.8491,24.94,259.8964,77.13,1852.4731,1 
5381,0.000169493572634009,28.05,411.1675,76.53,1839.8491,24.93,259.4051,77.14,1851.9004,3 
5382,0.000303268900756947,28.04,411.3984,76.54,1840.3084,24.93,259.4051,77.14,1851.9004,1 
5383,0.000128754374825426,28.04,411.3984,76.54,1840.3084,24.92,259.2136,77.15,1852.0475,3 
5384,0.000107592020264675,28.03,411.3691,76.55,1841.0075,24.92,259.2136,77.15,1852.0475,1 
5385,2.59749258743048E-05,28.02,411.5996,76.56,1841.1264,24.92,259.2136,77.15,1852.0475,1 
5386,0.000140949961226498,28.01,411.5699,76.57,1841.3051,24.92,259.2136,77.15,1852.0475,1 
5387,4.78288263208796E-05,28,411.88,76.58,1843.0036,24.92,259.2136,77.15,1852.0475,1 
5388,0.000119374273305021,27.99,411.5499,76.59,1843.3019,24.92,259.2136,77.15,1852.0475,1 
5389,0.000143522096031921,27.98,411.6196,76.6,1842.88,24.92,259.2136,77.15,1852.0475,1 
5390,0.000468821972280175,27.97,411.6691,76.61,1843.6379,24.92,259.2136,77.15,1852.0475,1 
5391,0.000483624544328714,27.96,411.1784,76.62,1842.8356,24.92,259.2136,77.15,1852.0475,1 
5392,0.000465606786015202,27.96,411.1784,76.62,1842.8356,24.91,259.2819,77.16,1851.2944,3 
5393,9.49937459193368E-06,27.95,411.1275,76.63,1843.6331,24.91,259.2819,77.16,1851.2944,1 
5394,0.000199179592813586,27.95,411.1275,76.63,1843.6331,24.9,259.17,77.17,1851.8011,3 
5395,7.76678538472496E-05,27.94,410.7564,76.64,1843.7904,24.9,259.17,77.17,1851.8011,1 
5396,0.000140668580884987,27.94,410.7564,76.64,1843.7904,24.89,259.3179,77.18,1851.6476,3 
5397,0.000662083218098785,27.93,410.7251,76.65,1844.6075,24.89,259.3179,77.18,1851.6476,1 
5398,7.02766372504479E-06,27.92,409.5936,76.66,1843.3044,24.89,259.3179,77.18,1851.6476,1 
5399,5.40870761714663E-05,27.91,409.6619,76.67,1845.2411,24.89,259.3179,77.18,1851.6476,1 
5400,4.31417747635199E-05,27.91,409.6619,76.67,1845.2411,24.88,259.3456,77.19,1852.9939,3 
5401,0.000234065360208988,27.91,409.6619,76.67,1845.2411,24.87,259.2931,77.2,1854.62,3 
5402,8.09459180438385E-05,27.91,409.6619,76.67,1845.2411,24.86,259.4004,77.21,1856.3059,3 
5403,0.000190298792785592,27.9,409.21,76.68,1845.1376,24.86,259.4004,77.21,1856.3059,1 
5404,9.73649831372444E-05,27.9,409.21,76.68,1845.1376,24.85,258.9875,77.22,1854.8316,3 
5405,0.000537437660079982,27.91,408.9019,76.67,1843.4411,24.85,258.9875,77.22,1854.8316,2 
5406,0.000190925083274457,27.91,408.9019,76.67,1843.4411,24.84,258.7944,77.23,1855.3371,3 
5407,6.87471543565863E-05,27.9,408.91,76.68,1844.7576,24.84,258.7944,77.23,1855.3371,1 
5408,2.34891174965507E-05,27.89,409.2179,76.69,1846.2339,24.84,258.7944,77.23,1855.3371,1 
5409,0.000493749930241197,27.88,408.2856,76.7,1845.29,24.84,258.7944,77.23,1855.3371,1 
5410,0.000144410130385195,27.87,407.9731,76.71,1844.9059,24.84,258.7944,77.23,1855.3371,1 
5411,0.000180802406048425,27.87,407.9731,76.71,1844.9059,24.83,259.1211,77.24,1856.0024,3 
5412,0.000132773822876087,27.86,408.1004,76.72,1845.7816,24.83,259.1211,77.24,1856.0024,1 
5413,0.000448843574339066,27.86,408.1004,76.72,1845.7816,24.82,258.9476,77.25,1855.3675,3 
5414,0.000312296206606082,27.85,408.3275,76.73,1847.6371,24.82,258.9476,77.25,1855.3675,1 
5415,0.000303838855883443,27.85,408.3275,76.73,1847.6371,24.81,258.5939,77.26,1855.7724,3 
5416,1.48162198044078E-05,27.85,408.3275,76.73,1847.6371,24.8,257.98,77.27,1855.5171,3 
5417,9.21161355349108E-05,27.84,407.8544,76.74,1847.9324,24.8,257.98,77.27,1855.5171,1 
5418,0.000123223855990554,27.83,407.5011,76.75,1848.1075,24.8,257.98,77.27,1855.5171,1 
5419,1.53192528541102E-05,27.82,407.4876,76.76,1848.8224,24.8,257.98,77.27,1855.5171,1 
5420,0.000313722825431049,27.82,407.4876,76.76,1848.8224,24.79,257.3859,77.28,1855.2816,3 
5421,0.000438504762233642,27.81,407.7139,76.77,1849.7371,24.79,257.3859,77.28,1855.2816,1 
5422,0.000367148050827717,27.81,407.7139,76.77,1849.7371,24.78,257.8116,77.29,1854.8059,3 
5423,0.000154820748174946,27.8,407.54,76.78,1849.9116,24.78,257.8116,77.29,1854.8059,1 
5424,6.49544316875047E-05,27.8,407.54,76.78,1849.9116,24.77,257.9971,77.3,1854.25,3 
5425,0.000173057830429246,27.79,406.7859,76.79,1849.5059,24.77,257.9971,77.3,1854.25,1 
5426,0.000366317511865481,27.78,406.7916,76.8,1850.24,24.77,257.9971,77.3,1854.25,1 
5427,0.00111198821262254,27.78,406.7916,76.8,1850.24,24.76,258.0224,77.31,1854.6139,3 
5428,0.000239675917899771,27.78,406.7916,76.8,1850.24,24.75,258.2275,77.32,1856.1576,3 
5429,0.000185935646110584,27.77,407.1371,76.81,1849.3139,24.75,258.2275,77.32,1856.1576,1 
5430,0.000101747287454552,27.76,406.8224,76.82,1849.6276,24.75,258.2275,77.32,1856.1576,1 
5431,2.92477178800826E-05,27.75,406.8475,76.83,1850.9611,24.75,258.2275,77.32,1856.1576,1 
5432,0.000132438011163964,27.74,406.5124,76.84,1851.2344,24.75,258.2275,77.32,1856.1576,1 
5433,0.00397498338211333,27.74,406.5124,76.84,1851.2344,24.74,258.5324,77.33,1855.5411,3 
5434,0.000102705238319162,27.74,406.5124,76.84,1851.2344,24.73,258.3971,77.34,1855.8444,3 
5435,0.000808504602702656,27.74,406.5124,76.84,1851.2344,24.72,258.4016,77.35,1857.1675,3 
5436,2.05690782490732E-05,27.75,406.0675,76.83,1850.7811,24.72,258.4016,77.35,1857.1675,2 
5437,0.000107239387092792,27.74,406.5724,76.84,1850.4344,24.72,258.4016,77.35,1857.1675,1 
5438,3.26138584081037E-07,27.73,406.5571,76.85,1850.6275,24.72,258.4016,77.35,1857.1675,1 
5439,0.000249823437385103,27.73,406.5571,76.85,1850.6275,24.71,258.2459,77.36,1856.4504,3 
5440,8.88241764207096E-05,27.72,406.5016,76.86,1851.5204,24.71,258.2459,77.36,1856.4504,1 
5441,1.91376981516149E-06,27.72,406.5016,76.86,1851.5204,24.7,258.15,77.37,1857.3331,3 
5442,2.32890321474841E-06,27.71,406.4259,76.87,1852.6131,24.7,258.15,77.37,1857.3331,1 
5443,0.000346175390899119,27.71,406.4259,76.87,1852.6131,24.69,258.0739,77.38,1858.2356,3 
5444,0.000413913611775196,27.71,406.4259,76.87,1852.6131,24.68,258.0776,77.39,1858.8179,3 
5445,0.000155663701784411,27.7,406.37,76.88,1853.7256,24.68,258.0776,77.39,1858.8179,1 
5446,5.85367539074034E-05,27.69,406.3539,76.89,1853.7379,24.68,258.0776,77.39,1858.8179,1 
